severity,affected_population,disaster_type,rainfall_mm,road_blockage_percent,medical_need_level,elderly_population,infrastructure_damage_level,rescue_team_availability,area_size_km2,hospital_distance_km,response_time_target_min,teams_required,ambulances_required,food_packets_required,medical_kits_required
6,2777,FIRE,199.6,13.3,9,253,4,46,19.5,10.5,45,315,35,7002,101
8,4500,LANDSLIDE,112.4,30.7,7,352,2,35,65.4,15.7,60,848,54,11330,145
1,1643,EARTHQUAKE,101.3,89.0,7,390,7,12,94.3,2.2,30,71,18,4118,68
7,4658,OTHER,51.7,98.4,10,949,7,37,78.3,10.7,60,564,42,11715,160
6,3848,EARTHQUAKE,260.4,13.1,8,435,10,34,73.7,43.9,15,609,55,9680,136
2,712,FLOOD,2.6,86.2,1,82,2,21,93.2,18.5,30,44,5,1800,24
4,2529,FLOOD,108.9,90.9,10,583,8,31,34.2,9.6,45,248,32,6362,100
2,4612,EARTHQUAKE,270.2,15.2,7,339,10,27,16.2,28.1,60,262,48,11550,156
5,2053,FLOOD,199.2,14.7,8,142,1,9,88.1,24.2,60,226,32,5182,76
3,173,CYCLONE,206.4,81.8,8,28,3,29,89.5,48.5,45,32,18,462,24
6,706,FIRE,20.7,13.5,5,130,3,8,99.3,39.8,30,85,13,1825,33
6,2404,OTHER,237.8,78.7,6,410,8,2,62.4,29.9,30,262,26,6070,89
6,2080,EARTHQUAKE,154.0,98.2,1,307,3,4,65.1,35.3,45,331,22,5260,64
8,3556,FIRE,12.1,75.0,8,646,6,36,3.6,43.7,15,540,37,8970,124
10,167,FIRE,114.2,90.5,7,21,5,45,37.8,19.0,60,48,23,518,24
7,2812,EARTHQUAKE,282.9,71.9,9,249,5,18,8.8,23.0,15,514,53,7100,103
6,4178,FLOOD,6.9,12.9,2,411,3,24,7.0,29.0,30,552,31,10505,126
2,627,FLOOD,216.9,73.7,6,140,10,5,16.0,31.7,60,60,14,1588,40
6,876,CYCLONE,36.6,70.4,4,204,2,12,9.6,47.6,15,154,18,2250,35
7,1919,EARTHQUAKE,15.0,7.9,6,335,4,31,81.8,35.7,60,349,31,4868,71
10,1534,LANDSLIDE,86.4,67.6,1,212,9,1,8.4,48.7,45,389,17,3935,55
3,4450,CYCLONE,291.8,70.0,2,389,6,49,99.2,9.0,45,383,47,11155,137
10,3387,CYCLONE,192.2,21.8,5,727,4,34,1.2,44.6,45,918,53,8568,111
5,1331,FLOOD,18.5,49.4,1,231,7,6,67.6,45.0,60,167,11,3378,47
1,732,FIRE,176.4,91.6,6,138,10,44,95.9,28.9,45,42,10,1840,43
8,2943,OTHER,243.3,37.0,5,596,6,35,99.9,10.3,30,407,30,7438,100
1,2900,LANDSLIDE,139.5,46.2,7,413,8,29,15.7,37.2,60,94,27,7260,105
7,210,EARTHQUAKE,236.5,38.1,3,27,1,28,79.2,33.4,30,44,17,595,13
3,4867,EARTHQUAKE,65.1,1.6,8,389,6,13,2.7,20.2,45,383,47,12198,161
9,2284,EARTHQUAKE,57.0,60.7,8,311,3,32,96.9,3.9,15,529,46,5800,84
2,2658,OTHER,143.0,28.9,4,408,8,14,41.9,1.6,45,107,18,6665,92
3,2783,OTHER,93.2,61.8,10,206,3,34,28.5,36.5,30,149,23,6988,103
6,4641,LANDSLIDE,18.9,44.7,7,460,6,45,23.7,43.7,45,671,48,11662,153
8,2308,CYCLONE,102.2,79.4,4,531,6,41,57.4,45.7,30,520,35,5850,80
4,4012,CYCLONE,140.9,1.9,9,907,7,49,15.3,16.8,60,451,51,10070,140
8,4946,OTHER,79.8,44.9,4,1030,5,46,14.7,42.5,15,672,34,12445,154
8,2030,EARTHQUAKE,189.9,32.7,10,297,3,18,95.7,24.8,45,418,51,5155,81
10,4403,EARTHQUAKE,247.2,64.6,10,752,5,47,6.5,44.4,45,1122,78,11108,151
4,3090,LANDSLIDE,210.2,85.3,5,315,3,19,3.0,32.9,60,305,35,7765,101
2,3029,LANDSLIDE,232.7,99.3,8,530,9,11,59.6,38.2,15,176,33,7592,112
5,3745,FIRE,59.3,60.7,5,309,3,21,95.6,7.1,45,354,29,9412,120
9,3918,FIRE,42.5,83.2,7,626,7,42,32.7,9.7,15,668,40,9885,133
5,2664,CYCLONE,226.9,3.9,9,162,3,32,6.9,4.3,30,365,47,6710,97
2,4292,EARTHQUAKE,282.0,23.5,6,1049,6,6,41.6,37.8,60,235,45,10750,141
7,4475,FLOOD,157.4,64.2,7,845,9,6,81.5,23.0,15,708,49,11258,151
5,1872,EARTHQUAKE,17.0,68.4,1,113,4,31,4.7,11.7,30,253,16,4730,59
3,1137,CYCLONE,95.8,38.8,7,61,5,32,2.8,36.0,60,111,21,2872,51
9,566,FLOOD,60.0,3.6,4,94,1,23,70.3,29.5,45,113,17,1505,25
9,1354,LANDSLIDE,63.8,53.6,10,143,9,24,51.3,8.8,30,315,43,3475,68
10,2109,FIRE,58.7,89.8,7,155,5,29,3.4,30.6,60,404,32,5372,79
4,1524,FLOOD,12.5,80.5,4,137,10,48,74.9,41.8,30,165,15,3850,62
10,2495,FIRE,139.1,64.8,4,407,5,14,51.4,16.2,30,473,28,6338,84
3,2745,EARTHQUAKE,149.9,72.0,6,388,7,39,75.5,46.1,60,234,32,6892,97
9,4898,FIRE,238.5,66.7,4,320,2,1,85.3,31.3,15,817,42,12335,150
5,10,FIRE,133.5,72.9,3,0,6,14,64.8,48.6,45,19,7,75,12
2,2303,LANDSLIDE,196.1,29.7,1,529,5,10,26.6,46.6,30,124,22,5778,73
2,258,LANDSLIDE,52.4,11.3,4,36,10,45,56.0,14.2,60,41,6,665,25
2,1265,EARTHQUAKE,19.5,67.8,1,72,7,30,41.5,48.7,15,91,11,3182,45
2,2310,OTHER,84.5,47.9,5,126,5,13,23.9,23.0,15,90,16,5795,81
1,4623,LANDSLIDE,167.7,70.3,4,892,1,19,36.7,30.3,60,117,38,11568,141
8,4471,EARTHQUAKE,112.0,90.2,9,707,6,48,64.1,20.9,60,921,64,11258,152
6,3839,FIRE,230.2,14.8,8,710,7,24,96.2,5.2,45,439,39,9658,133
3,2736,FIRE,193.6,45.1,9,608,3,3,34.7,46.0,30,160,27,6870,99
10,2808,CYCLONE,189.8,74.5,10,218,4,45,39.9,41.3,15,770,69,7120,104
9,4466,FLOOD,155.9,57.5,5,1058,3,48,23.1,35.8,45,884,48,11255,141
8,967,FIRE,219.6,79.7,9,229,9,43,82.0,11.7,45,167,30,2498,55
7,881,EARTHQUAKE,192.1,45.4,4,170,9,7,49.8,45.9,45,186,23,2272,42
4,3336,FIRE,247.6,54.2,2,801,4,2,2.1,15.5,30,257,26,8380,103
3,594,FLOOD,76.0,95.1,7,141,7,1,69.9,15.7,60,65,13,1515,38
6,1717,FIRE,128.6,59.0,8,303,10,3,68.1,48.9,60,215,25,4352,75
6,2889,FLOOD,76.7,47.4,7,579,2,28,69.0,31.4,45,385,34,7282,99
8,233,LANDSLIDE,11.6,48.7,2,33,9,6,8.8,36.5,15,73,8,662,20
8,3121,OTHER,101.2,60.4,8,177,5,36,77.8,42.9,30,430,34,7882,110
10,3373,FLOOD,3.1,12.8,1,799,8,5,50.5,23.7,60,753,25,8532,106
9,409,FIRE,175.7,69.8,8,34,8,19,85.4,3.0,45,90,26,1112,36
7,908,OTHER,46.4,83.7,4,132,4,1,39.0,37.5,30,120,12,2340,38
7,369,FIRE,54.8,34.0,10,80,4,46,44.7,35.3,15,59,22,992,35
2,1357,EARTHQUAKE,39.6,97.9,10,220,8,32,37.0,35.2,15,102,19,3412,67
9,3027,OTHER,163.0,41.9,1,320,9,45,42.5,4.2,45,475,21,7658,97
6,3898,LANDSLIDE,152.1,24.3,3,289,3,6,57.3,33.6,60,556,38,9805,120
9,3068,CYCLONE,78.9,6.7,3,510,2,36,4.5,10.9,45,743,38,7760,96
3,3210,FLOOD,111.6,51.0,1,232,5,38,53.3,15.9,30,226,25,8055,99
6,2006,LANDSLIDE,240.4,18.9,8,292,4,7,17.7,28.1,15,294,38,5075,77
3,1050,CYCLONE,43.6,76.1,8,160,2,37,16.9,31.7,60,99,19,2655,48
6,1856,FIRE,121.9,75.2,1,415,7,2,19.7,36.6,45,225,15,4700,62
7,3694,CYCLONE,250.9,22.5,3,538,9,27,64.8,38.0,30,721,46,9305,121
4,4916,CYCLONE,86.3,77.3,7,835,7,5,56.4,35.5,30,555,53,12330,161
1,3037,FIRE,118.0,46.5,6,336,9,39,33.0,16.1,60,79,21,7602,108
9,4005,LANDSLIDE,227.2,84.0,10,757,10,39,66.3,29.1,60,877,66,10102,144
6,755,OTHER,146.9,34.2,9,130,2,17,63.1,46.8,45,82,20,1948,42
10,4216,EARTHQUAKE,93.9,90.6,4,688,6,20,19.6,17.4,60,1081,49,10640,134
5,2171,CYCLONE,127.2,65.9,10,495,3,50,69.0,10.3,45,306,41,5478,85
9,4539,FIRE,61.3,46.3,9,384,5,41,25.1,30.3,45,763,49,11438,153
3,4081,FIRE,73.7,48.4,5,965,8,35,34.5,13.5,15,246,28,10232,135
5,1029,LANDSLIDE,243.9,98.4,1,65,5,32,45.7,49.6,45,143,16,2622,36
9,4658,LANDSLIDE,59.8,5.1,7,818,8,39,11.3,22.4,45,1001,56,11735,155
2,1154,EARTHQUAKE,36.9,76.0,1,67,2,18,11.2,27.2,30,71,11,2905,37
2,3477,EARTHQUAKE,12.0,66.0,1,180,6,40,72.1,14.9,30,198,27,8712,107
4,1815,CYCLONE,181.1,75.2,9,219,4,10,2.8,29.6,30,214,35,4578,74
3,3149,EARTHQUAKE,162.5,1.7,3,214,10,18,81.1,7.1,30,266,32,7902,106
7,1820,EARTHQUAKE,137.9,16.6,3,425,5,7,0.8,33.9,60,335,26,4620,63
10,4922,LANDSLIDE,133.8,23.2,2,648,8,29,15.5,44.5,60,1173,45,12405,153
1,4444,FIRE,61.5,67.3,7,923,9,22,32.5,25.5,60,106,28,11120,150
8,4978,EARTHQUAKE,111.9,70.3,10,1082,7,11,78.9,11.1,45,1024,71,12525,169
6,3328,FIRE,74.6,29.1,4,418,8,2,68.8,28.6,15,386,27,8380,111
8,189,LANDSLIDE,171.5,36.0,1,28,8,28,9.4,13.5,30,61,9,552,15
5,3013,FIRE,143.6,16.9,10,539,10,34,81.1,42.4,60,299,33,7582,116
6,403,EARTHQUAKE,27.0,91.6,2,69,9,4,25.4,26.7,45,97,8,1068,25
8,1230,FIRE,42.5,43.6,3,117,5,11,52.3,12.4,15,195,14,3155,46
10,437,CYCLONE,196.4,78.4,3,47,8,28,89.5,12.6,30,150,22,1192,26
10,641,FLOOD,231.9,26.9,3,100,8,36,76.2,36.4,30,162,20,1702,32
9,1540,EARTHQUAKE,236.1,32.5,3,313,9,2,50.3,44.8,60,377,29,3940,59
3,1378,FLOOD,140.7,84.7,4,306,6,37,78.4,23.7,60,113,17,3475,53
3,910,OTHER,74.5,64.0,1,57,7,9,0.6,23.6,60,64,7,2305,35
7,4518,CYCLONE,217.9,88.9,8,1095,9,23,78.7,29.3,60,882,66,11365,154
5,4298,LANDSLIDE,50.1,85.8,3,906,4,5,60.2,19.0,45,521,37,10795,133
2,4961,LANDSLIDE,114.8,30.0,1,560,4,49,2.1,22.3,30,246,39,12422,148
8,4846,OTHER,42.0,79.4,7,479,1,15,90.4,13.4,60,653,39,12195,153
8,3820,FIRE,264.7,46.3,7,924,4,10,89.8,46.2,45,572,42,9630,127
6,445,FIRE,139.5,38.7,7,29,5,23,82.2,28.0,15,63,17,1172,32
8,565,FIRE,99.4,31.0,9,47,2,10,74.6,28.5,15,90,25,1492,36
1,4183,EARTHQUAKE,189.2,37.1,8,546,10,30,35.0,17.0,45,138,40,10468,146
1,4245,CYCLONE,37.0,43.8,8,580,9,3,66.8,27.9,15,147,38,10622,146
3,3105,FIRE,198.2,44.0,5,244,4,6,61.9,14.5,30,183,26,7792,103
1,370,FIRE,3.6,13.3,7,60,7,10,43.0,28.8,30,23,4,935,32
1,552,EARTHQUAKE,257.7,26.6,8,114,4,30,91.6,9.1,60,28,15,1390,36
2,665,OTHER,137.9,89.9,10,130,6,31,95.6,13.6,45,40,11,1682,45
6,4324,EARTHQUAKE,200.3,83.5,10,665,5,39,77.9,13.0,15,672,61,10870,149
7,3969,FIRE,98.4,50.9,8,970,7,4,95.2,15.7,45,528,39,9992,136
2,1222,CYCLONE,67.1,78.3,4,174,3,7,69.9,25.8,60,83,15,3075,46
7,3444,CYCLONE,99.4,8.1,3,601,2,50,31.7,44.6,60,650,39,8680,106
7,3550,EARTHQUAKE,124.3,97.8,6,843,2,20,24.0,44.1,60,637,46,8945,115
7,4830,EARTHQUAKE,121.6,84.9,5,476,3,22,16.3,17.0,60,863,53,12145,151
2,834,FLOOD,24.7,73.7,3,131,8,6,93.5,39.9,30,63,8,2105,38
1,27,LANDSLIDE,53.3,13.3,6,5,6,43,57.4,3.0,45,19,4,78,19
6,828,FLOOD,298.9,8.2,1,143,4,11,89.8,41.4,60,119,15,2130,30
2,2199,CYCLONE,87.4,83.7,2,475,5,9,7.0,30.7,45,142,22,5518,72
3,4227,FLOOD,148.9,22.4,5,238,6,43,16.7,24.2,60,292,36,10598,137
6,4178,FIRE,88.1,70.6,7,558,4,20,66.8,11.3,60,474,36,10505,137
3,1281,FLOOD,23.8,58.8,2,101,8,9,15.4,4.6,45,109,11,3232,49
6,4755,EARTHQUAKE,215.6,43.5,2,1122,9,47,59.0,46.9,30,745,47,11948,149
8,287,FIRE,47.0,19.1,2,17,5,25,19.1,25.4,60,54,7,798,17
6,3693,EARTHQUAKE,244.7,74.5,7,670,10,45,18.8,43.6,30,591,51,9292,130
5,3416,FLOOD,146.1,98.8,3,199,3,16,51.5,25.3,45,386,31,8590,107
4,1488,LANDSLIDE,11.5,0.9,6,286,10,24,34.0,6.1,30,167,19,3760,65
4,1220,FIRE,204.1,85.8,9,127,7,34,99.4,31.0,30,111,21,3090,60
7,332,LANDSLIDE,289.2,59.1,5,52,8,3,28.8,1.9,15,82,23,900,27
8,3428,LANDSLIDE,274.2,60.9,4,804,10,15,45.2,15.7,15,674,43,8650,116
4,4757,FIRE,118.4,0.4,4,276,8,16,40.0,22.1,15,366,33,11932,152
5,4394,CYCLONE,282.0,1.6,5,895,1,32,98.9,11.5,45,589,54,11035,137
2,1933,LANDSLIDE,168.2,32.9,9,350,1,44,43.2,17.1,30,96,25,4852,74
8,179,FLOOD,39.0,74.9,5,15,5,43,26.1,8.9,60,51,15,528,20
4,1352,FIRE,29.3,93.2,5,337,9,41,7.3,49.2,15,126,14,3420,58
1,1972,FLOOD,233.6,79.4,5,479,2,49,45.4,7.0,60,55,21,4940,68
9,1010,LANDSLIDE,200.4,27.8,2,122,2,23,18.1,40.5,45,220,19,2615,35
1,717,FLOOD,48.7,34.2,9,152,9,13,48.1,46.3,45,42,9,1802,47
1,2796,LANDSLIDE,237.8,43.2,9,573,7,14,17.2,31.4,60,89,29,7000,105
10,558,OTHER,68.0,65.7,8,90,8,25,32.6,19.1,15,113,24,1495,40
1,3720,EARTHQUAKE,1.1,35.5,6,668,7,48,83.8,48.5,60,118,30,9310,125
2,1108,FLOOD,178.4,56.1,2,186,8,32,55.6,28.0,45,74,13,2790,44
2,276,OTHER,95.1,31.2,7,29,2,4,93.9,33.6,30,15,7,710,24
5,3119,EARTHQUAKE,84.2,85.0,2,764,6,5,50.1,37.2,60,416,30,7848,99
1,224,FIRE,98.3,71.2,3,52,10,39,85.2,18.8,15,31,4,570,22
5,2744,FIRE,266.5,18.3,4,456,2,15,5.4,16.3,15,257,26,6910,88
9,4739,OTHER,163.8,90.6,5,332,7,49,93.1,16.3,60,731,38,11938,152
2,2740,FIRE,222.3,13.7,2,657,10,1,11.1,24.4,60,123,21,6870,92
6,3335,CYCLONE,32.1,15.9,9,763,4,6,33.7,10.1,15,548,49,8398,117
1,3862,EARTHQUAKE,218.6,12.7,9,377,7,1,68.3,43.9,30,119,39,9665,135
8,4495,EARTHQUAKE,17.8,21.1,7,397,9,19,34.8,20.8,60,928,55,11318,151
10,2366,FIRE,74.7,85.6,2,452,5,42,60.7,1.1,15,451,20,6015,77
7,4849,EARTHQUAKE,224.0,69.1,10,421,10,8,96.7,13.2,15,885,69,12192,169
4,2057,OTHER,14.0,7.2,7,157,4,18,96.0,29.2,30,146,18,5182,77
2,122,LANDSLIDE,32.1,20.6,3,9,2,24,32.8,21.1,45,13,4,325,11
8,1661,OTHER,43.8,38.9,4,372,4,32,49.1,14.4,15,232,17,4232,59
5,35,LANDSLIDE,139.1,6.1,1,6,9,19,20.8,6.4,45,30,6,138,12
3,2331,FIRE,53.1,76.9,8,482,9,5,58.9,18.0,30,154,21,5858,92
8,1655,OTHER,259.2,83.9,7,172,8,15,44.1,7.5,30,242,27,4218,69
8,3160,EARTHQUAKE,295.9,55.2,3,227,6,34,25.9,5.8,45,656,42,7980,102
7,176,FLOOD,170.1,88.5,4,40,5,16,75.9,33.8,30,47,15,510,18
8,4338,FLOOD,44.7,2.0,9,581,6,1,48.4,10.2,45,768,53,10925,148
7,2067,OTHER,241.4,58.6,7,380,10,37,56.6,5.7,60,265,27,5238,83
10,1617,EARTHQUAKE,97.4,85.8,6,233,4,35,33.7,12.2,15,425,38,4142,62
2,855,CYCLONE,268.8,23.1,1,77,7,35,99.6,4.6,60,70,16,2158,33
3,1818,OTHER,64.4,37.1,1,184,10,27,12.5,14.7,60,113,11,4575,64
4,775,FIRE,277.1,61.2,2,163,10,35,74.8,47.0,30,83,13,1978,36
1,3909,OTHER,83.1,16.7,1,919,8,14,79.7,44.5,15,82,21,9782,122
2,4136,CYCLONE,68.8,57.6,1,560,6,23,75.5,28.3,30,246,36,10360,126
1,808,OTHER,171.5,66.7,4,68,3,15,73.9,36.9,30,24,8,2030,34
4,1629,EARTHQUAKE,88.5,6.1,8,154,3,3,12.2,45.7,30,173,27,4112,66
6,2464,OTHER,129.5,68.8,3,356,1,11,37.8,27.1,60,253,19,6220,77
2,704,EARTHQUAKE,63.5,15.4,2,96,3,18,71.5,36.0,45,46,9,1780,27
8,1299,CYCLONE,159.9,56.7,8,175,10,29,28.3,13.8,30,315,41,3328,63
1,1617,LANDSLIDE,88.7,77.3,8,380,10,8,79.8,7.2,15,73,17,4052,72
4,4380,FLOOD,168.0,39.5,10,843,3,4,52.0,27.4,30,391,46,10990,148
3,1980,FLOOD,152.5,60.7,2,194,9,6,34.2,27.3,45,157,19,4980,70
5,2730,CYCLONE,40.9,17.8,7,404,4,9,80.4,11.8,15,379,37,6875,96
9,1220,CYCLONE,132.7,42.2,9,80,6,30,16.9,14.5,45,317,46,3140,59
1,281,FLOOD,234.0,77.5,1,62,1,6,32.6,38.1,15,15,8,712,11
2,1569,LANDSLIDE,285.9,9.8,9,281,1,41,75.0,30.6,30,77,25,3942,64
6,2572,LANDSLIDE,201.7,79.5,9,460,5,17,16.3,27.7,30,382,43,6490,96
10,4731,CYCLONE,143.0,49.1,2,379,5,33,62.4,3.1,60,1283,50,11928,144
8,340,CYCLONE,130.4,2.6,10,20,5,16,38.1,32.2,15,89,39,930,35
6,4236,FIRE,159.0,40.5,10,315,7,10,79.9,26.1,45,484,43,10650,148
6,411,FIRE,93.0,17.0,10,51,1,36,71.6,31.6,15,49,21,1088,33
7,1713,EARTHQUAKE,123.1,85.6,9,243,6,2,77.4,39.2,30,326,40,4352,73
3,538,FLOOD,80.3,4.7,2,120,5,34,12.9,28.2,15,48,8,1375,24
5,2128,OTHER,53.2,94.8,8,481,4,34,19.8,36.2,30,192,22,5370,81
9,535,LANDSLIDE,80.3,15.5,2,41,7,40,68.0,36.6,45,133,12,1428,26
7,2447,EARTHQUAKE,6.2,87.9,3,302,9,28,21.8,16.2,45,464,26,6188,85
2,3794,FLOOD,246.6,29.2,7,308,6,49,29.4,43.8,30,183,36,9505,128
7,1886,OTHER,202.7,34.0,3,205,1,43,8.9,19.5,60,224,19,4785,61
5,2390,CYCLONE,172.7,81.5,9,557,1,50,23.0,6.3,30,331,43,6025,87
9,4113,CYCLONE,53.5,98.2,6,802,3,30,61.2,35.2,45,1007,56,10372,133
1,2383,OTHER,191.7,99.3,5,232,4,14,97.0,41.4,30,54,17,5968,82
9,2121,CYCLONE,94.5,70.9,7,415,3,7,9.5,35.9,60,526,45,5392,78
9,3831,OTHER,263.6,12.4,1,656,4,16,59.5,31.9,30,583,27,9668,115
8,1785,EARTHQUAKE,121.5,32.3,4,103,7,3,72.5,47.9,60,381,29,4542,66
6,3199,FLOOD,138.5,50.1,7,658,9,1,1.6,10.1,15,444,38,8058,114
1,4811,FLOOD,100.4,41.5,9,363,10,34,92.5,13.0,60,134,37,12038,165
6,3878,OTHER,210.9,26.4,5,832,10,8,96.1,45.5,15,410,31,9755,131
10,1760,LANDSLIDE,110.4,79.2,3,399,2,20,60.6,40.6,45,424,26,4500,58
2,4427,FIRE,67.8,39.7,8,524,1,38,14.4,49.8,30,167,30,11088,143
3,1301,EARTHQUAKE,182.0,50.6,2,127,5,22,34.1,4.8,45,118,17,3282,46
1,2418,EARTHQUAKE,155.9,40.7,1,522,1,50,79.3,12.6,60,68,23,6055,72
7,3576,OTHER,13.9,69.4,2,712,7,50,84.7,47.0,30,436,22,9010,113
1,4271,EARTHQUAKE,108.4,39.8,10,289,1,25,15.8,23.3,45,114,39,10688,143
4,828,EARTHQUAKE,230.3,25.4,6,100,7,33,55.3,22.4,15,106,22,2110,43
8,3985,LANDSLIDE,228.9,64.4,3,694,9,17,29.4,48.2,15,775,43,10042,129
4,2500,CYCLONE,1.5,52.8,8,515,6,20,24.1,43.3,30,291,33,6290,93
7,387,EARTHQUAKE,70.1,37.4,2,23,6,29,69.3,1.9,15,89,10,1038,21
9,3026,CYCLONE,174.3,6.5,5,324,3,2,71.6,23.2,45,737,48,7655,99
10,1366,LANDSLIDE,226.9,70.6,10,325,7,50,62.6,40.6,45,345,51,3515,66
9,4963,CYCLONE,223.8,67.6,8,337,9,19,14.9,39.4,60,1227,76,12498,167
10,2043,EARTHQUAKE,99.1,10.3,1,417,5,37,62.1,48.8,30,527,22,5208,65
3,1569,FLOOD,55.5,78.0,4,170,3,50,96.9,20.8,15,117,16,3952,56
7,198,CYCLONE,141.9,39.8,2,28,7,2,64.4,9.5,30,64,12,565,17
5,4611,OTHER,68.4,60.7,6,848,10,24,65.2,45.0,30,408,32,11578,154
9,153,FIRE,248.4,89.7,7,34,2,10,90.3,28.7,60,36,24,472,20
6,255,CYCLONE,241.4,78.4,7,42,6,35,67.8,22.3,45,68,27,698,27
2,4520,LANDSLIDE,171.9,34.5,2,1060,4,1,56.4,40.6,15,225,38,11320,137
3,1568,CYCLONE,94.1,33.7,2,157,4,50,27.1,27.5,30,142,18,3950,53
10,2555,CYCLONE,81.6,89.9,1,553,3,31,75.4,1.0,60,701,27,6488,78
10,3210,LANDSLIDE,18.8,5.5,7,484,2,6,67.0,40.9,45,755,47,8125,108
1,402,FLOOD,112.6,5.6,5,26,10,5,85.9,16.7,60,35,7,1015,31
7,1461,OTHER,156.5,87.2,8,260,3,4,73.1,11.8,45,182,24,3722,61
5,147,LANDSLIDE,132.2,59.9,7,12,8,9,72.7,38.4,60,45,17,418,26
3,4894,EARTHQUAKE,103.4,55.5,2,974,8,47,62.7,24.2,60,397,42,12265,152
1,1328,CYCLONE,209.8,60.2,5,72,9,44,53.6,4.3,30,71,19,3330,57
4,1670,LANDSLIDE,69.6,93.7,6,203,3,13,34.8,48.1,15,173,22,4215,63
8,4472,FLOOD,139.3,20.5,3,830,2,39,16.8,19.6,30,782,40,11260,136
7,1959,CYCLONE,293.9,31.8,8,292,10,23,37.9,10.3,60,401,47,4968,82
2,4476,FIRE,92.1,59.3,3,997,6,4,14.5,20.4,15,182,28,11210,140
2,3542,FIRE,85.4,5.3,8,322,5,7,40.1,27.2,30,141,26,8875,122
8,4103,OTHER,154.0,91.5,2,216,3,41,9.7,25.1,30,559,28,10338,124
2,1594,FIRE,155.8,97.4,3,262,6,48,83.1,39.4,60,79,14,4005,58
4,3499,EARTHQUAKE,262.4,53.9,2,768,3,35,68.3,16.6,15,364,37,8788,107
6,1885,CYCLONE,225.1,96.0,1,280,10,35,72.1,22.0,15,344,25,4772,66
8,3928,OTHER,18.3,86.1,8,381,7,34,78.1,8.2,15,543,36,9900,135
6,28,LANDSLIDE,162.2,8.4,3,2,6,21,67.6,5.2,60,22,11,130,13
6,131,FIRE,161.7,44.7,2,24,7,37,15.5,4.6,30,33,8,388,15
2,4684,EARTHQUAKE,98.2,39.8,8,941,1,36,59.3,38.9,45,241,44,11730,151
4,3532,CYCLONE,182.7,28.9,9,789,3,9,89.3,2.9,45,389,49,8870,122
1,4967,OTHER,218.9,66.2,9,678,10,46,69.3,25.9,45,107,31,12428,170
3,2452,CYCLONE,101.3,73.5,9,394,2,42,8.9,18.0,60,210,34,6160,90
1,3625,FLOOD,107.1,17.9,9,472,7,31,20.0,38.7,30,98,29,9072,129
1,3712,FIRE,114.1,7.8,10,232,8,32,61.2,25.1,30,86,26,9290,134
10,4717,LANDSLIDE,151.7,71.9,3,1025,3,21,51.9,10.6,15,1116,48,11892,144
9,2617,OTHER,157.3,39.9,3,487,4,24,5.7,14.2,15,403,23,6632,85
6,3206,LANDSLIDE,218.3,33.2,8,525,1,44,12.9,14.7,30,455,45,8075,109
6,3078,FIRE,75.4,93.4,7,437,7,13,14.5,41.5,45,361,30,7755,109
3,2030,OTHER,285.5,68.4,10,445,7,15,86.7,10.5,15,120,23,5105,85
6,3326,EARTHQUAKE,78.2,68.4,6,290,6,47,98.9,24.7,45,524,41,8375,113
7,1383,CYCLONE,51.6,94.6,4,309,4,22,53.2,39.3,45,281,24,3528,52
2,1841,CYCLONE,31.9,71.1,6,226,8,34,26.7,19.9,45,131,21,4622,73
1,2635,LANDSLIDE,231.9,28.7,5,249,4,20,63.0,6.9,15,75,27,6598,89
2,3952,CYCLONE,145.3,4.7,9,856,6,38,24.0,39.9,15,230,43,9900,137
6,1731,LANDSLIDE,92.3,32.5,8,123,6,13,11.2,36.7,45,262,32,4388,71
10,1766,LANDSLIDE,142.8,84.6,9,122,7,29,85.2,3.2,45,440,48,4515,75
3,903,FIRE,285.1,79.2,1,185,3,30,38.6,26.9,15,62,12,2288,31
10,4300,LANDSLIDE,168.4,60.5,3,866,1,18,36.4,12.5,45,1012,45,10850,130
7,1343,EARTHQUAKE,280.6,55.7,7,178,6,50,58.6,21.4,60,259,37,3428,58
9,3632,FIRE,89.6,16.8,8,694,9,22,98.3,44.8,45,620,42,9170,129
9,2791,OTHER,176.5,96.5,6,579,10,19,18.2,7.3,15,445,31,7068,102
2,3517,FIRE,7.6,93.3,1,796,1,10,80.3,19.3,30,138,20,8812,103
10,1911,FLOOD,287.5,13.1,2,401,6,5,21.2,16.9,60,431,26,4878,65
1,4284,EARTHQUAKE,190.0,42.6,3,798,5,20,28.8,26.5,60,126,39,10720,133
7,4814,CYCLONE,298.5,49.1,8,1167,4,28,45.2,32.2,60,917,70,12105,158
5,3395,EARTHQUAKE,224.1,13.0,9,838,3,24,29.1,47.5,15,435,49,8538,118
9,1799,EARTHQUAKE,212.3,80.8,2,355,4,5,13.1,30.7,15,425,27,4588,59
5,768,FLOOD,113.1,0.8,2,118,7,17,49.2,11.0,60,101,11,1970,33
6,208,CYCLONE,49.5,47.2,9,39,8,12,78.8,45.1,60,64,25,580,32
8,2638,FIRE,224.0,36.3,5,387,7,10,86.3,47.2,45,405,30,6675,92
3,749,CYCLONE,245.0,85.5,8,94,9,16,73.1,20.2,30,98,23,1902,46
8,1000,OTHER,140.6,6.3,4,89,4,37,65.7,48.4,15,142,16,2580,41
6,1499,EARTHQUAKE,46.6,95.5,10,139,7,11,95.6,36.9,45,255,35,3808,70
10,627,OTHER,91.0,55.3,3,61,3,21,65.5,35.4,30,114,12,1668,27
